title_id	name_id
tt0097525	nm0373494
tt0097525	nm0896856
tt0097535	nm0939236
tt0097542	nm0327805
tt0097550	nm0589037
tt0097550	nm0938708
tt0097558	nm0807364
tt0097558	nm0629298
tt0097558	nm0326450
tt0097566	nm1343447
tt0097571	nm1618242
tt0097573	nm0557789
tt0097573	nm0675072
tt0097578	nm0712035
tt0097585	nm0379445
tt0097615	nm0179672
tt0097615	nm0484230
tt0097615	nm0861292
tt0097619	nm4522402
tt0097631	nm0755197
tt0097638	nm0628805
tt0097644	nm0266138
tt0097655	nm0003694
tt0097666	nm0454060
tt0097668	nm0377919
tt0097668	nm0294618
tt0097668	nm0768489
tt0097683	nm0053022
tt0097683	nm5689539
tt0097697	nm0270851
tt0097697	nm0344662
tt0097697	nm0844226
tt0097720	nm0001465
tt0097720	nm0570730
tt0097726	nm0330576
tt0097726	nm0402434
tt0097726	nm0003309
tt0097738	nm0119653
tt0097743	nm0033081
tt0097743	nm1130050
tt0097765	nm0304046
tt0097765	nm2885919
tt0097769	nm0930748
tt0097775	nm0442983
tt0097775	nm0490622
tt0097775	nm0007139
tt0097783	nm0569429
tt0097783	nm0801625
tt0097802	nm0010383
tt0097802	nm0038235
tt0097803	nm0405578
tt0097803	nm0812827
tt0097820	nm0332647
tt0097820	nm0584770
tt0097822	nm0809732
tt0097833	nm0686136
tt0097848	nm0659368
tt0097848	nm0331003
tt0097849	nm0901668
tt0097850	nm0410478
tt0097851	nm0059775
tt0097851	nm0329715
tt0097853	nm0302785
tt0097853	nm0412867
tt0097855	nm3834637
tt0097855	nm1500607
tt0097863	nm0145935
tt0097863	nm0823500
tt0097864	nm4390701
tt0097874	nm0247642
tt0097875	nm0073488
tt0097875	nm0598408
tt0097884	nm0001501
tt0097884	nm0140643
tt0097893	nm0099384
tt0097893	nm0159402
tt0097893	nm0608775
tt0097894	nm0712577
tt0097910	nm0382166
tt0097910	nm0248082
tt0097910	nm0000386
tt0097910	nm0593634
tt0097912	nm0013455
tt0097912	nm0670757
tt0097912	nm1343309
tt0097919	nm0387853
tt0097919	nm0770640
tt0097919	nm1297788
tt0097924	nm0874096
tt0097925	nm0554880
tt0097928	nm3164805
tt0097966	nm0000636
tt0097966	nm0701000
tt0097968	nm0398518
tt0097968	nm0639306
tt0097970	nm0595618
tt0097984	nm0151653
tt0098004	nm0698003
tt0098018	nm0862783
tt0098018	nm3237960
tt0098018	nm1253789
tt0098021	nm0336957
tt0098030	nm0648900
tt0098030	nm0759137
tt0098043	nm0686869
tt0098043	nm0486689
tt0098050	nm0140327
tt0098063	nm0000972
tt0098063	nm0165987
tt0098063	nm0953301
tt0098064	nm0654839
tt0098070	nm0142667
tt0098070	nm0667657
tt0098070	nm0125657
tt0098070	nm0223855
tt0098070	nm0895059
tt0098077	nm0547425
tt0098100	nm0160540
tt0098136	nm0646987
tt0098139	nm2766718
tt0098139	nm0691908
tt0098139	nm0764001
tt0098144	nm0264705
tt0098144	nm0336076
tt0098144	nm0379586
tt0098144	nm11330682
tt0098144	nm0891396
tt0098144	nm0895954
tt0098150	nm0874683
tt0098150	nm3803448
tt0098172	nm0711877
tt0098172	nm0038436
tt0098181	nm0527620
tt0098181	nm0902339
tt0098199	nm0161823
tt0098211	nm0360766
tt0098211	nm0541654
tt0098244	nm0208370
tt0098244	nm0478431
tt0098244	nm0921631
tt0098256	nm1720870
tt0098256	nm0554580
tt0098278	nm0166405
tt0098278	nm0751721
tt0098278	nm0900143
tt0098294	nm0076914
tt0098294	nm0524516
tt0098294	nm0664760
tt0098318	nm5666124
tt0098318	nm0626864
tt0098318	nm2947401
tt0098344	nm0453238
tt0098344	nm0790323
tt0098372	nm0172181
tt0098372	nm2157186
tt0098377	nm0662956
tt0098392	nm0349654
tt0098405	nm0314044
tt0098422	nm0799641
tt0098426	nm0201187
tt0098426	nm1330709
tt0098426	nm0586743
tt0098426	nm0626134
tt0098429	nm0654839
tt0098461	nm0795664
tt0098462	nm0021012
tt0098462	nm0893235
tt0098462	nm0682215
tt0098486	nm0125367
tt0098486	nm0734585
tt0098488	nm0037868
tt0098488	nm0150057
tt0098488	nm0879406
tt0098488	nm0325530
tt0098495	nm0125461
tt0098495	nm0813215
tt0098514	nm0147389
tt0098514	nm0155009
tt0098514	nm0756656
tt0098531	nm0652225
tt0098532	nm0442454
tt0098534	nm0018839
tt0098534	nm0886789
tt0098542	nm1072419
tt0098548	nm0038298
tt0098548	nm0412838
tt0098553	nm0450551
tt0098561	nm0199517
tt0098561	nm0894074
tt0098576	nm0366625
tt0098576	nm4054745
tt0098576	nm0386185
tt0098576	nm0469674
tt0098576	nm5934338
tt0098584	nm0230695
tt0098584	nm0333069
tt0098584	nm0234502
tt0098588	nm0246222
tt0098588	nm0416030
tt0098588	nm0776465
tt0098606	nm0147004
tt0098606	nm0000019
tt0098606	nm0684083
tt0098629	nm0542524
tt0098629	nm0811840
tt0098634	nm0393031
tt0098656	nm0535323
tt0098657	nm0778338
tt0098657	nm0834638
tt0098658	nm0462319
tt0098658	nm0903796
tt0098707	nm0151068
tt0098707	nm0159584
tt0098755	nm0953508
tt0098920	nm0536464
tt0098920	nm1992055
tt0098958	nm0234547
tt0098959	nm0370347
tt0098961	nm0003606
tt0098961	nm0867374
tt0098962	nm0006809
tt0098962	nm0372421
tt0098962	nm0526981
tt0098963	nm0416970
tt0098963	nm0494982
tt0098963	nm0573427
tt0098965	nm0411930
tt0098966	nm0785684
tt0098966	nm0663490
tt0098966	nm0569210
tt0098966	nm0676361
tt0098967	nm0001429
tt0098970	nm0246503
tt0098970	nm8870440
tt0098970	nm0559120
tt0098972	nm0411631
tt0098975	nm0592886
tt0098976	nm0765454
tt0098976	nm0890864
tt0098977	nm0359096
tt0098977	nm0707952
tt0098977	nm0712479
tt0098978	nm0065304
tt0098978	nm0521284
tt0098978	nm2438709
tt0098980	nm0073496
tt0098980	nm0514226
tt0098980	nm0758610
tt0098981	nm0618425
tt0098985	nm0516435
tt0098986	nm1322322
tt0098986	nm0233718
tt0098986	nm0534550
tt0098986	nm0685040
tt0098986	nm0730156
tt0098986	nm1267240
tt0098986	nm1324564
tt0098987	nm0914058
tt0098987	nm0135470
tt0098987	nm0036714
tt0098987	nm0918266
tt0098988	nm0685515
tt0098988	nm0696203
tt0098989	nm0248231
tt0098989	nm0399372
tt0098989	nm0902823
tt0098990	nm1135391
tt0098990	nm0156154
tt0098990	nm0503953
tt0098990	nm1140287
tt0098991	nm0903137
tt0098992	nm0065496
tt0098994	nm0860292
tt0098994	nm0714977
tt0098994	nm0001226
tt0098996	nm0822066
tt0098998	nm0355990
tt0098998	nm0544863
tt0098998	nm0715877
tt0098999	nm2832163
tt0098999	nm0434318
tt0098999	nm0765454
tt0099000	nm0284559
tt0099001	nm0864775
tt0099001	nm0906413
tt0099003	nm0382505
tt0099004	nm0806056
tt0099005	nm0730313
tt0099005	nm0260675
tt0099005	nm0750701
tt0099007	nm3985732
tt0099008	nm0556255
tt0099009	nm0072306
tt0099009	nm0082406
tt0099009	nm0423645
tt0099011	nm0547739
tt0099012	nm0000095
tt0099013	nm0214172
tt0099013	nm0928907
tt0099014	nm0430927
tt0099015	nm0750201
tt0099017	nm0271057
tt0099018	nm0001357
tt0099019	nm0608232
tt0099024	nm0298723
tt0099024	nm0446967
tt0099024	nm0775338
tt0099026	nm0169540
tt0099027	nm7977455
tt0099027	nm0749914
tt0099027	nm0765384
tt0099029	nm0878408
tt0099029	nm0879513
tt0099032	nm7548856
tt0099034	nm0268999
tt0099035	nm0232824
tt0099037	nm0573645
tt0099038	nm0889564
tt0099039	nm0913027
tt0099058	nm0511730
tt0099060	nm0018648
tt0099060	nm0095793
tt0099060	nm0208172
tt0099102	nm0170407
tt0099115	nm0474119
tt0099139	nm0610154
tt0099158	nm0616880
tt0099217	nm0003994
tt0099217	nm0586965
tt0099217	nm0505662
tt0099279	nm0697157
tt0099370	nm0002087
tt0099370	nm0383604
tt0099370	nm0485713
tt0099383	nm0287046
tt0099383	nm0809424
tt0099427	nm0450551
tt0099457	nm0313274
tt0099457	nm0092372
tt0099457	nm0778593
tt0099526	nm0501380
tt0099526	nm0367895
tt0099530	nm0144758
tt0099542	nm0546746
tt0099580	nm0082677
tt0099580	nm0210290
tt0099580	nm1189346
tt0099580	nm1764901
tt0099580	nm1189825
tt0099580	nm0408639
tt0099661	nm0200658
tt0099727	nm0000636
tt0099744	nm0169334
tt0099744	nm3710864
tt0099744	nm0837657
tt0099745	nm0098918
tt0099745	nm3206228
tt0099746	nm0082582
tt0099746	nm0003798
tt0099781	nm0130040
tt0099781	nm0626922
tt0099811	nm0526967
tt0099811	nm0625782
tt0099835	nm0092267
tt0099835	nm0487150
tt0099835	nm0092268
tt0099835	nm0748257
tt0099851	nm0487567
tt0099952	nm0931388
tt0099971	nm0190930
tt0099992	nm0080943
tt0100155	nm0193170
tt0100216	nm0002005
tt0100216	nm0264088
tt0100255	nm0790503
tt0100316	nm0069410
tt0100316	nm0153546
tt0100316	nm0158219
tt0100316	nm0512894
tt0100316	nm0639787
tt0100370	nm1386736
tt0100370	nm0878095
tt0100406	nm0287046
tt0100406	nm0809424
tt0100439	nm0203786
tt0100439	nm0696506
tt0100439	nm0719334
tt0100474	nm0041438
tt0100474	nm0739969
tt0100474	nm0754847
tt0100482	nm0187994
tt0100482	nm0193170
tt0100492	nm0389263
tt0100578	nm0000807
tt0100578	nm0625695
tt0100580	nm0447461
tt0100642	nm1208791
tt0100658	nm0414226
tt0100658	nm0203786
tt0100658	nm0719334
tt0100664	nm1147788
tt0100664	nm0479351
tt0100710	nm0383604
tt0100710	nm3051415
tt0100710	nm0955195
tt0100718	nm0367895
tt0100724	nm0640185
tt0100748	nm0080981
tt0100748	nm0773320
tt0100749	nm0127137
tt0100749	nm0250914
tt0100749	nm0551882
tt0100749	nm0796749
tt0100749	nm0893882
tt0100750	nm0386626
tt0100751	nm0317413
tt0100752	nm0956975
tt0100753	nm0771942
tt0100754	nm0473151
tt0100754	nm0902283
tt0100754	nm0331498
tt0100754	nm0826076
tt0100755	nm0618124
tt0100770	nm0336957
tt0100818	nm0545690
tt0100900	nm0180644
tt0100948	nm0792490
tt0100953	nm0393495
tt0101095	nm0577362
tt0101095	nm0739744
tt0101179	nm0208086
tt0101246	nm0003141
tt0101271	nm0905547
tt0101271	nm0253652
tt0101274	nm0606328
tt0101274	nm0331453
tt0101274	nm0384484
tt0101274	nm0767124
tt0101274	nm0281326
tt0101300	nm0039185
tt0101358	nm0434669
tt0101443	nm0351439
tt0101480	nm0392694
tt0101729	nm0128052
tt0101729	nm0179855
tt0101729	nm0896479
tt0101750	nm0406585
tt0101750	nm0863867
tt0101835	nm0144758
tt0101835	nm0604304
tt0101835	nm0669968
tt0101835	nm0739744
tt0101836	nm0053716
tt0101836	nm0604304
tt0101836	nm0669968
tt0101837	nm0053716
tt0101837	nm0604304
tt0101837	nm0669968
tt0101838	nm0144758
tt0101840	nm0144758
tt0101840	nm0209906
tt0101894	nm0523052
tt0101915	nm0588648
tt0101971	nm0301715
tt0101971	nm0825705
tt0101972	nm0213234
tt0101972	nm4524359
tt0102012	nm0002376
tt0102111	nm0605982
tt0102255	nm0076679
tt0102255	nm0878095
tt0102276	nm0931388
tt0102281	nm9093983
tt0102378	nm0330848
tt0102378	nm0799442
tt0102379	nm0181210
tt0102379	nm0799442
tt0102416	nm0666875
tt0102416	nm0236279
tt0102424	nm0719334
tt0102424	nm0077654
tt0102424	nm0203786
tt0102474	nm0932477
tt0102474	nm0331964
tt0102474	nm0302904
tt0102501	nm0293801
tt0102502	nm0293801
tt0102547	nm0106937
tt0102621	nm0002445
tt0102621	nm0488991
tt0102643	nm0539400
tt0102643	nm0882683
tt0102643	nm0915089
tt0102644	nm0883609
tt0102711	nm0083320
tt0102769	nm0106937
tt0102856	nm0553323
tt0102857	nm0576634
tt0102863	nm0203577
tt0102925	nm0154324
tt0103020	nm0003218
tt0103020	nm0867682
tt0103046	nm0351473
tt0103046	nm0921847
tt0103047	nm0034312
tt0103047	nm0003670
tt0103048	nm0351357
tt0103049	nm0667083
tt0103049	nm0344509
tt0103050	nm0633950
tt0103050	nm0381586
tt0103050	nm0258995
tt0103051	nm0710755
tt0103051	nm0956975
tt0103052	nm0081268
tt0103053	nm0246308
tt0103053	nm0389386
tt0103054	nm0186525
tt0103054	nm0921847
tt0103062	nm0388130
tt0103071	nm0331498
tt0103071	nm0902283
tt0103145	nm0823451
tt0103149	nm0530689
