title_id	name_id
tt0100749	nm0250914
tt0100750	nm0832419
tt0100751	nm0317413
tt0100752	nm0432501
tt0100753	nm0771942
tt0100754	nm0473151
tt0100755	nm0034776
tt0100770	nm0006841
tt0100818	nm0934508
tt0100900	nm0385091
tt0100900	nm0180644
tt0100948	nm0769135
tt0100953	nm0401461
tt0101095	nm0000877
tt0101179	nm0211643
tt0101246	nm0006841
tt0101271	nm0287821
tt0101274	nm0001352
tt0101300	nm0950000
tt0101358	nm0452319
tt0101443	nm0406134
tt0101480	nm0685673
tt0101655	nm0949645
tt0101729	nm0002910
tt0101750	nm0856827
tt0101835	nm0144758
tt0101836	nm0144758
tt0101837	nm0144758
tt0101838	nm0144758
tt0101840	nm0144758
tt0101894	nm0234462
tt0101915	nm0373453
tt0101971	nm0115185
tt0101971	nm0301715
tt0101972	nm0533564
tt0102012	nm0002376
tt0102111	nm0642823
tt0102199	nm0277439
tt0102255	nm0076679
tt0102276	nm0324995
tt0102281	nm0323795
tt0102378	nm0330848
tt0102379	nm0684226
tt0102416	nm0358759
tt0102424	nm0375451
tt0102474	nm0331964
tt0102501	nm0369359
tt0102502	nm0258917
tt0102547	nm0349222
tt0102621	nm6524380
tt0102643	nm0375469
tt0102644	nm0883609
tt0102711	nm0923675
tt0102769	nm0349222
tt0102786	nm0326450
tt0102787	nm0326450
tt0102856	nm0389373
tt0102857	nm0583800
tt0102863	nm0086295
tt0102925	nm0154324
tt0103020	nm0416176
tt0103046	nm0317411
tt0103047	nm0461170
tt0103048	nm0444936
tt0103049	nm0389373
tt0103050	nm0633950
tt0103051	nm0633950
tt0103052	nm0738056
tt0103053	nm0389386
tt0103054	nm0389373
tt0103062	nm0531640
tt0103071	nm0297502
tt0103145	nm0247089
tt0103149	nm0530689
